Latitude,Longitude,District,Block,Village,RL_mm,WL_Jun20,Groundwater,Rainfall
29.182611,76.87596,Sonipat,Ganaur,PUGTHALA,217.79,11.72,1,1
29.112563,76.952963,Sonipat,Ganaur,PURKHAS P/T,220.72,21.77,0,1
29.195916,76.93801,Sonipat,Ganaur,AHULANA,223.82,10.62,1,1
29.164985,76.969095,Sonipat,Ganaur,Kheri Gujjar,225.5,30.87,0,1
29.127242,76.890294,Sonipat,Ganaur,MOI MAJRI,223.21,5.12,1,1
29.097341,76.910956,Sonipat,Ganaur,SITAWALI,221.25,11.48,1,1
29.074039,77.018108,Sonipat,Ganaur,Lalheri P/T,224.25,28.94,0,1
29.129,76.986,Sonipat,Ganaur,GUMAR P/T,227.75,38.32,0,1
29.002533,76.755946,Sonipat,Gohana,ANWALI,232.61,0.59,2,1
29.067223,76.818176,Sonipat,Gohana,BIDHAL,226.98,2.17,2,1
29.036783,76.790827,Sonipat,Gohana,BHAINSWAL KALAN,233.15,2.05,2,2
29.07,76.73,Sonipat,Gohana,BALI BRAHMAN,223.53,2.66,2,1
29.149124,76.758803,Sonipat,Gohana,GAMRI,227.82,7.33,1,1
29.095707,76.808244,Sonipat,Gohana,JAWLI,225.08,4.53,2,1
29.040003,76.759909,Sonipat,Gohana,KATWAL,233.3,2.62,2,2
29.164702,76.78878,Sonipat,Gohana,KHANPUR KALAN,226.05,6.5,1,1
29.07,76.78,Sonipat,Gohana,LATH,226.11,1.15,2,1
29.096355,76.687059,Sonipat,Gohana,MAHRA,222.17,9.55,1,1
29.049557,76.675795,Sonipat,Gohana,RUKHI,224.32,1.25,2,1
29.041107,76.828944,Sonipat,Gohana,TIHAR MALIKPUR,228.08,7.47,1,1
29.132111,76.683026,Sonipat,Gohana,GOHANA P/T,224.67,18.74,1,1
29.134216,76.804171,Sonipat,Gohana,KAKANA,225.3,4.61,2,1
29.105639,76.762356,Sonipat,Gohana,KHERI DAMKAN,225.5,0.6,2,1
29.082211,76.583122,Sonipat,Kathura,KATHURA P/T,221.99,1.14,2,1
29.088354,76.586785,Sonipat,Kathura,KATHURA KOW,221.19,1.14,2,1
29.120347,76.643242,Sonipat,Kathura,AHULANA,225.11,4.27,2,1
29.142455,76.564986,Sonipat,Kathura,BANWASA,221.05,3.39,2,1
29.189033,76.514144,Sonipat,Kathura,BHANWAR,223.85,2.42,2,1
29.123567,76.545602,Sonipat,Kathura,CHHAPRA,224.75,3.05,2,1
29.178788,76.531614,Sonipat,Kathura,GHARWAL,223.85,2.92,2,1
29.109099,76.584612,Sonipat,Kathura,KAHLPA,223.53,1.67,2,1
29.067376,76.626666,Sonipat,Kathura,MIRJAPUR KHERI,223.48,10.07,1,1
29.228365,76.506513,Sonipat,Kathura,NIJAMPUR,223.25,2.43,2,1
29.130103,76.503562,Sonipat,Kathura,RINDHANA,225.25,0.57,2,1
29.099149,76.614672,Sonipat,Kathura,BHANDERY,224,3.53,2,1
29.096603,76.51099,Sonipat,Kathura,DHANANA,223.85,2.07,2,1
29.092992,76.634268,Sonipat,Kathura,MADINA,224.04,4.33,2,1
28.914367,76.939986,Sonipat,Kharkhoda,ANANDPUR JHAROT,223.68,4.48,2,1
29.03188,77.131728,Sonipat,Kharkhoda,ASADPUR MATINDU,216.1,3.93,2,1
28.850003,76.907294,Sonipat,Kharkhoda,BARONA,219.72,3.02,2,1
28.947078,76.86357,Sonipat,Kharkhoda,BIDHLAN,222.26,6.17,1,1
27.786289,76.944437,Sonipat,Kharkhoda,FIROJPUR,216.51,6.1,1,1
28.984316,76.814282,Sonipat,Kharkhoda,FARMANA,221.69,7.76,1,1
28.93789,76.805741,Sonipat,Kharkhoda,GORAR,220.57,1.58,2,1
28.887618,76.82973,Sonipat,Kharkhoda,GARHI SISANA,219.78,4.4,2,1
28.850399,76.920902,Sonipat,Kharkhoda,GOPALPUR,220.41,0.73,2,1
28.852208,76.982433,Sonipat,Kharkhoda,JATOLA,219,8.38,1,1
28.918448,76.963969,Sonipat,Kharkhoda,KANWALI P/T,221.75,3.74,2,1
28.919013,76.892219,Sonipat,Kharkhoda,KHANDA,220.88,2.33,2,1
28.959833,76.914447,Sonipat,Kharkhoda,KHERI DAHIA P/T,224,9.99,1,1
28.884288,76.998039,Sonipat,Kharkhoda,MANDORA,217,3.8,2,1
28.862176,76.933731,Sonipat,Kharkhoda,PIPLI,217.49,6.04,1,1
28.81307,76.907559,Sonipat,Kharkhoda,PAHLADPUR KIROLI,212.51,4.1,2,0
28.932284,76.972181,Sonipat,Kharkhoda,ROHAT,222.95,2.81,2,1
28.935693,76.847587,Sonipat,Kharkhoda,SILANA,220.98,4.23,2,1
28.877907,76.92304,Sonipat,Kharkhoda,KHARKHODA KOW,219.11,6.7,1,1
28.833717,76.956234,Sonipat,Kharkhoda,RAMPUR KUNDAL,218.63,6.12,1,1
28.901821,76.851679,Sonipat,Kharkhoda,SISANA,221.38,5.57,1,1
28.804389,76.937173,Sonipat,Kharkhoda,SHOTI,218.55,7.39,1,1
28.956143,76.890314,Sonipat,Kharkhoda,NIRTHAN,222.25,7.3,1,1
28.833537,76.956134,Sonipat,Kharkhoda,GARHI KUNDAL,218.2,7.12,1,1
29.217469,76.682304,Sonipat,Mundlana,AHMADPUR MAJRA P/T,230.15,11.79,1,1
29.249529,76.765014,Sonipat,Mundlana,BADOTHI KALAN P/T,228.76,5.35,1,1
29.236687,76.730941,Sonipat,Mundlana,BUSANA P/T,229.64,9.68,1,1
29.186008,76.62327,Sonipat,Mundlana,BUTANA KUNDU,224.48,0.8,2,1
29.141056,76.607142,Sonipat,Mundlana,BARODA MOR,223.8,1.2,2,1
29.210744,76.788912,Sonipat,Mundlana,CHIDANA,228.57,7.8,1,1
29.235047,76.613683,Sonipat,Mundlana,GANGANA,227.4,5.64,1,1
29.249126,76.665317,Sonipat,Mundlana,JAGSI,224.75,1.1,2,1
29.159573,76.619822,Sonipat,Mundlana,KHANPUR KD,223.1,2.01,2,1
29.258217,76.692296,Sonipat,Mundlana,MATTAND P/T,226.26,6.02,1,1
29.208198,76.762001,Sonipat,Mundlana,MUNDLANA K O W,226.42,5.38,1,1
29.19988,76.759104,Sonipat,Mundlana,MUNDLANA P/T,226.5,5.38,1,1
29.165199,76.676172,Sonipat,Mundlana,KHANDRAI,228.03,10.25,1,1
29.207138,76.585443,Sonipat,Mundlana,ISA PUR KHERI,223.33,2.82,2,1
29.199786,76.672897,Sonipat,Mundlana,GANGESAR,233.35,10.18,1,2
29.237613,76.711033,Sonipat,Mundlana,CHHATERA,226.25,7.7,1,1
29.232278,76.785985,Sonipat,Mundlana,DHURANA,227.55,4.45,2,1
28.943133,77.184892,Sonipat,Murthal,JHUNDPUR P/T,214.27,19.25,1,0
28.96347,77.12743,Sonipat,Murthal,KHEORA P/T,215.22,28.45,0,0
28.987742,77.167188,Sonipat,Murthal,MIRAKPUR P/T,215.01,14.32,1,0
29.010558,77.163726,Sonipat,Murthal,BAROLI,215.26,9.67,1,0
29.021821,77.143676,Sonipat,Murthal,NANDNAUR,215.39,17.12,1,0
29.028178,77.073403,Sonipat,Murthal,MURTHAL,215.88,34.22,0,1
29.072202,77.125352,Sonipat,Murthal,TIKOLA,219.29,17.7,1,1
29.081279,77.106625,Sonipat,Murthal,MALIKPUR,212.88,24.43,0,0
29.019597,77.038948,Sonipat,Murthal,DEVRU,214.97,33.04,0,0
29.007346,77.094469,Sonipat,Murthal,QUMASPUR,216.85,33.71,0,1
28.976178,77.10052,Sonipat,Murthal,JOSHI CHAUHAN,215.74,22.94,0,1
29.115363,77.123259,Sonipat,Murthal,PABNERA P/T,217.14,14.52,1,1
29.093597,77.062841,Sonipat,Murthal,PIPLI KHERA P/T,222.5,34.56,0,1
29.055067,77.071399,Sonipat,Murthal,HASSANPUR P/T,218.99,34.73,0,1
29.068189,77.019478,Sonipat,Murthal,Bhuri P/T,222.25,42.16,0,1
29.050708,77.058598,Sonipat,Murthal,Kurar Ibrahimpur P/T,221,36.88,0,1
29.08962,77.05455,Sonipat,Murthal,LARSOLI P/T,215.87,34.82,0,1
29.015579,77.088458,Sonipat,Murthal,Nagal Khurd P/T,217.5,35.74,0,1
28.905504,77.06432,Sonipat,Rai,AKBARPUR BAROTA P/T,216.35,10.32,1,1
28.860318,77.166187,Sonipat,Rai,JANTI KALAN P/T,213.96,14.12,1,0
28.875918,77.165355,Sonipat,Rai,KHATKER P/T,217.23,16.22,1,1
28.900839,77.12961,Sonipat,Rai,NANGAL KALAN P/T,213.69,22.34,0,0
28.86374,77.041622,Sonipat,Rai,NAHRI,220.25,6.2,1,1
28.876282,77.011326,Sonipat,Rai,NAHRA,215.49,2.21,2,1
28.941832,77.095546,Sonipat,Rai,RAI P/T,215.1,28.76,0,0
28.849333,77.005314,Sonipat,Rai,JHANJOLI,222.5,5.9,1,1
28.862571,77.138928,Sonipat,Rai,SERSA,212.77,20.87,0,0
28.90447,77.156239,Sonipat,Rai,ATERNA,215.44,14.63,1,0
28.9147,77.03828,Sonipat,Rai,LADPUR P/T,217.99,12.23,1,1
28.86536,77.12315,Sonipat,Rai,KUNDLI P/T,216.25,25.46,0,1
28.882316,77.077484,Sonipat,Rai,SAFIYABAD P/T,214.75,13.36,1,0
28.925285,77.177679,Sonipat,Rai,PABSERA,214.5,17.8,1,0
28.899172,77.100349,Sonipat,Rai,NATHUPURA P/T,214.22,10.81,1,0
28.950037,77.060047,Sonipat,Rai,RATHDHANA P/T,219,27.8,0,1
28.930733,77.151979,Sonipat,Rai,JAKHOLI,216.5,22.98,0,1
28.988618,76.899039,Sonipat,Sonipat,BHATGAON MILAN,226.22,5.7,1,1
28.985209,76.922401,Sonipat,Sonipat,BAGRU,225.85,4.58,2,1
29.765944,76.262183,Sonipat,Sonipat,GUHNA,231.01,7.62,1,1
28.950011,77.008304,Sonipat,Sonipat,HARSANA KALAN,209.37,7.84,1,0
29.06571,76.904837,Sonipat,Sonipat,JUAN,225.52,9.23,1,1
29.021926,76.894802,Sonipat,Sonipat,JAJI,228.7,6.97,1,1
29.038835,76.897737,Sonipat,Sonipat,MACHHRI BADSAHPUR,223.36,5.82,1,1
28.978956,76.95679,Sonipat,Sonipat,MAHLANA,224.75,1.33,2,1
28.992843,77.016011,Sonipat,Sonipat,SONEPAT,224.87,28.15,0,1
28.961109,76.959974,Sonipat,Sonipat,KAKROI,224.25,4.26,2,1
29.014165,76.961873,Sonipat,Sonipat,BARWASNI,221.5,6.15,1,1
29.032965,76.863321,Sonipat,Sonipat,MOHANA,228.82,5.28,1,1
29.063204,76.846333,Sonipat,Sonipat,SALARPUR MAJRA,228.44,5.25,1,1
29.064723,76.822409,Sonipat,Sonipat,PINANA,227.46,6.51,1,1
29.046855,76.936077,Sonipat,Sonipat,CHITANA,225.23,4.52,2,1
29.091954,76.860203,Sonipat,Sonipat,ROLAD,223.15,2.3,2,1
29.021528,76.918729,Sonipat,Sonipat,KHIZAR PUR,222.9,2.87,2,1
28.964571,77.003227,Sonipat,Sonipat,BAYANPUR,222.5,17.45,1,1
28.995704,76.867902,Sonipat,Sonipat,SALIMSAR MAJRA,224.25,3.92,2,1
30.301651,77.301139,Yamunanagar,Bilaspur,Bilaspur,298.61,6.2,1,2
30.304339,77.298609,Yamunanagar,Bilaspur,Bilaspur,298.1,27.72,0,2
30.333208,77.357942,Yamunanagar,Bilaspur,Bamnoli,302.11,8.83,1,2
30.341441,77.289128,Yamunanagar,Bilaspur,Machrauli,311.57,7.82,1,2
30.370696,77.335639,Yamunanagar,Bilaspur,Rampur,311.9,9.55,1,2
30.386162,77.362341,Yamunanagar,Bilaspur,Alisherpur Majra,311.44,12.45,1,2
30.406988,77.325922,Yamunanagar,Bilaspur,Rulaheri,321.08,8.74,1,2
30.33,77.28,Yamunanagar,Bilaspur,Munda khera,313.08,16.68,1,2
30.337333,77.250956,Yamunanagar,Bilaspur,Fatehpur Tumbi,300.17,6.84,1,2
30.386044,77.288215,Yamunanagar,Bilaspur,Tunde ki Taprian,328.33,10.38,1,2
30.316776,77.233594,Yamunanagar,Bilaspur,Azizpur,287.73,7.06,1,2
30.323595,77.185258,Yamunanagar,Bilaspur,Dhalhour,287.97,13.71,1,2
30.272634,77.232585,Yamunanagar,Bilaspur,Bari Pabni,286.61,7.78,1,2
30.270125,77.301882,Yamunanagar,Bilaspur,Chagnauli,299.18,7.22,1,2
30.276957,77.338954,Yamunanagar,Chachrauli,Chholi,300.28,3.97,2,2
30.242712,77.353812,Yamunanagar,Chachrauli,Chachrauli,292.21,7.99,1,2
30.301062,77.388525,Yamunanagar,Chachrauli,Ledi,285.83,6.77,1,2
30.37531,77.381006,Yamunanagar,Chachrauli,RamPur Jattan,315.49,7.68,1,2
30.345078,77.424676,Yamunanagar,Chachrauli,Shabudin Kalan,310.79,16.4,1,2
30.162857,77.378228,Yamunanagar,Chachrauli,Shahzadpur,274.63,8.12,1,2
30.2,77.36,Yamunanagar,Chachrauli,Kharwan,279.46,9.35,1,2
30.242637,77.35638,Yamunanagar,Chachrauli,Chachrauli,291.9,10.33,1,2
30.34396,77.423638,Yamunanagar,Chachrauli,Fakirmajra,308.59,10.66,1,2
30.164279,77.303776,Yamunanagar,Jagadhari,Jagadhari,281,17,1,2
30.166881,77.336035,Yamunanagar,Jagadhari,Chaneti,281.09,16.43,1,2
30.102625,77.356649,Yamunanagar,Jagadhari,Kait,269.65,3.34,2,2
30.146296,77.330546,Yamunanagar,Jagadhari,Bhojpur,281.01,15.39,1,2
30.071519,77.23309,Yamunanagar,Jagadhari,Khurdi,267.33,11.79,1,2
30.204637,77.25626,Yamunanagar,Jagadhari,Kathwala,281.61,11.71,1,2
30.187712,77.249392,Yamunanagar,Jagadhari,Kail,280.57,22.52,0,2
30.191565,77.300403,Yamunanagar,Jagadhari,Jharauda,280.18,16.75,1,2
30.122513,77.235481,Yamunanagar,Jagadhari,Mandebari,271.08,21.75,0,2
30.0943,77.221451,Yamunanagar,Jagadhari,Damla,270,12.58,1,2
30.28,77.28,Yamunanagar,Jagadhari,Tehi Panchtirthi,280.5,21.93,0,2
30.149,77.287,Yamunanagar,Jagadhari,Gobindpura,281.2,18.12,1,2
30.3096,77.444496,Yamunanagar,Khizrabad,Bakarwala,297.05,10,1,2
30.294592,77.497338,Yamunanagar,Khizrabad,Khizrabad,302.39,18.76,1,2
30.26562,77.496645,Yamunanagar,Khizrabad,Bhood Kalan,301.07,20.6,0,2
30.272554,77.467887,Yamunanagar,Khizrabad,Gulabgarh,296.91,11.33,1,2
30.234227,77.463667,Yamunanagar,Khizrabad,Deodhar,287.08,10.24,1,2
30.21,77.43,Yamunanagar,Khizrabad,Lahori Wala,281.06,10.23,1,2
30.310487,77.522264,Yamunanagar,Khizrabad,Naggal Patti,313.28,27.01,0,2
30.344678,77.463788,Yamunanagar,Khizrabad,Baniyan wala,322.36,23.86,0,2
30.222461,77.403893,Yamunanagar,Khizrabad,Herewa,279.67,9.8,1,2
30.199791,77.145633,Yamunanagar,Mustafabad,Mustafabad,279.62,7.65,1,2
30.242534,77.201291,Yamunanagar,Mustafabad,Talakaur,280.89,7.7,1,2
30.212118,77.211124,Yamunanagar,Mustafabad,Landhoura,279.66,17.3,1,2
30.194999,77.128206,Yamunanagar,Mustafabad,Mali Majra,280.18,9.75,1,2
30.200938,77.150345,Yamunanagar,Mustafabad,Mustafabad,278,11.1,1,2
30.244136,77.234775,Yamunanagar,Mustafabad,Bal Chhappar,284.64,6.55,1,2
30.18,77.18,Yamunanagar,Mustafabad,Bari Kanri,278.6,30.25,0,2
30.22426,77.115494,Yamunanagar,Mustafabad,Fatehpur,277.8,18.25,1,2
30.020608,77.247771,Yamunanagar,Radour,Jathlana,265.85,5.28,1,2
30.027373,77.149039,Yamunanagar,Radour,Radour,260.52,15.83,1,2
30.061555,77.13255,Yamunanagar,Radour,Chamrori,268,23.59,0,2
30.115322,77.106235,Yamunanagar,Radour,Sikendra,269,32.61,0,2
30.108226,77.123388,Yamunanagar,Radour,Antewa,269.2,29.84,0,2
29.98617,77.141739,Yamunanagar,Radour,Khurdban,258.61,6.34,1,2
29.991857,77.196105,Yamunanagar,Radour,Mandhar,265.7,5.14,1,2
30.01596,77.220267,Yamunanagar,Radour,Mohri,268.37,4.87,2,2
30.069837,77.111201,Yamunanagar,Radour,Silikalan,267.77,28.75,0,2
30.450698,77.225398,Yamunanagar,Sadhoura,Milk Jublian,320.04,6.9,1,2
30.427518,77.215217,Yamunanagar,Sadhoura,Haveli,319.07,21.25,0,2
30.38544,77.218964,Yamunanagar,Sadhoura,Sadhoura,306.78,7.37,1,2
30.431339,77.287902,Yamunanagar,Sadhoura,Kotla,316.44,11.53,1,2
30.431339,77.287902,Yamunanagar,Sadhoura,Kotla,316.44,11.53,1,2
30.347666,77.192059,Yamunanagar,Sadhoura,Sarawan,303.16,9.85,1,2
30.399945,77.246225,Yamunanagar,Sadhoura,Ismail Majra,301.21,7.95,1,2
30.45507,77.235982,Yamunanagar,Sadhoura,Salehpur,323.02,9.22,1,2
30.385436,77.218966,Yamunanagar,Sadhoura,Sadhoura,304.5,7,1,2
