Latitude,Longitude,District,Block,Village,RL_mm,WL_Jun20,Groundwater,Rainfall
30.356914,76.756756,Ambala,Ambala-1,Nasirpur,269.22,2.05,2,2
30.320462,76.725885,Ambala,Ambala-1,Bullana,267.04,1.25,2,2
30.303836,76.694716,Ambala,Ambala-1,Aima,263.1,4.18,2,2
30.27206,76.632687,Ambala,Ambala-1,Bhurang Pur,255.48,23.83,0,2
30.263125,76.612307,Ambala,Ambala-1,Pinjola,254.12,4.88,2,2
30.239651,76.643212,Ambala,Ambala-1,Khanna Majra,252.82,3.8,2,2
30.257985,76.660791,Ambala,Ambala-1,Baknaur,255.11,9.76,1,2
30.284059,76.695062,Ambala,Ambala-1,Chaur Mastpur,256.8,8.24,1,2
30.238125,76.70586,Ambala,Ambala-1,Hasanpur,256.65,16.83,1,2
30.204831,76.663049,Ambala,Ambala-1,Jansui,257.15,4.88,2,2
30.367414,76.785812,Ambala,Ambala-1,Ambala City,270.77,1.79,2,2
30.306892,76.804077,Ambala,Ambala-1,Ugara,267.1,6.1,1,2
30.275542,76.787932,Ambala,Ambala-1,Tharwa,264.91,3.2,2,2
30.239404,76.773086,Ambala,Ambala-1,Bichpari,261.6,10.79,1,2
30.269483,76.740838,Ambala,Ambala-1,Tejan,260.58,3.93,2,2
30.297552,76.763378,Ambala,Ambala-1,Behbalpur,268.07,2.4,2,2
30.28,76.88,Ambala,Ambala-1,Dukheri,270.68,1.75,2,2
30.267544,76.849956,Ambala,Ambala-1,Mohra,268.69,3.3,2,2
30.372793,76.731021,Ambala,Ambala-1,Kalumazra,269.72,4.15,2,2
30.362162,76.811303,Ambala,Ambala-2,Ambala Cantt.,273.39,5.51,1,2
30.421039,76.766775,Ambala,Ambala-2,Lohgarh,273.67,4.25,2,2
30.401343,76.806114,Ambala,Ambala-2,Mandaur,274.87,4.2,2,2
30.404676,76.847418,Ambala,Ambala-2,Panjokhra,279.9,6.25,1,2
30.38,76.88,Ambala,Ambala-2,Boh,274,4.6,2,2
30.326623,76.869294,Ambala,Ambala-2,Khojkipur,275.98,4.45,2,2
30.34192,76.928264,Ambala,Ambala-2,Kapoori/Saphera,282.86,15.32,1,2
30.36,76.83,Ambala,Ambala-2,Ambala Cantt,274,5.35,1,2
30.149719,77.024532,Ambala,Barara,Akalgarh,272.94,35.17,0,2
30.236432,77.071974,Ambala,Barara,Holi,272.22,14.35,1,2
30.233135,77.14422,Ambala,Barara,Manki,281.2,6.55,1,2
30.261567,77.097095,Ambala,Barara,Salehpur,270.07,3.7,2,2
30.305554,77.133969,Ambala,Barara,Binjal Pur,274.02,4.34,2,2
30.254023,77.026317,Ambala,Barara,Sohana,272.66,5.47,1,2
30.23217,76.984723,Ambala,Barara,Tandwal,272.27,5.05,1,2
30.21066,77.038286,Ambala,Barara,Barara,273.76,18.07,1,2
30.183111,77.037152,Ambala,Barara,Adhoya,273.9,36.26,0,2
30.192125,76.979285,Ambala,Barara,Ugala,277.47,34.7,0,2
30.211745,77.043337,Ambala,Barara,Barara,274.35,18.07,1,2
30.473938,77.121819,Ambala,Naraingarh,Naraingarh,325.1,10.4,1,2
30.535249,77.116511,Ambala,Naraingarh,Khanpur,322.65,15.74,1,2
30.533469,77.08908,Ambala,Naraingarh,Bhurewala,328.62,9.8,1,2
30.414535,77.150575,Ambala,Naraingarh,Amli,320.51,17.53,1,2
30.436125,77.156168,Ambala,Naraingarh,Nanhera,309.1,19.59,1,2
30.433034,77.107227,Ambala,Naraingarh,Kazampur,316.48,15.85,1,2
30.349238,77.082874,Ambala,Naraingarh,Joli,292.5,20.65,0,2
30.357839,77.064487,Ambala,Naraingarh,Budhha Khera,293,8.03,1,2
30.474561,77.127231,Ambala,Naraingarh,Naraingarh,322.71,26.25,0,2
30.359381,77.132353,Ambala,Naraingarh,Surgal,287.88,23.48,0,2
30.272333,76.78586,Ambala,Saha,Tharwa,277.05,15.35,1,2
30.313208,77.08239,Ambala,Saha,Talheri Gujran,271.56,17.3,1,2
30.303878,77.01393,Ambala,Saha,Nahoni,281.72,15.75,1,2
30.347118,76.986662,Ambala,Saha,Malak Pur,295.14,5.93,1,2
30.314612,76.936379,Ambala,Saha,Mitha Pur,275.25,5.4,1,2
30.28,76.95,Ambala,Saha,Bihta,270.96,4.75,2,2
30.211546,76.90009,Ambala,Saha,Dinarpur,282.13,37.62,0,2
30.252418,76.874262,Ambala,Saha,Khanpur,277.7,6.53,1,2
30.252407,76.950984,Ambala,Saha,Nagla,273.66,4.4,2,2
30.305769,76.946786,Ambala,Saha,Saha/Tepla,275,36.15,0,2
30.360641,77.00217,Ambala,Shahzadpur,Rajpura,294.14,6.6,1,2
30.397055,76.965379,Ambala,Shahzadpur,Chhota Korwa,291.5,10.98,1,2
30.432345,77.068778,Ambala,Shahzadpur,Sadiqpur,315.21,7.01,1,2
30.387798,77.087058,Ambala,Shahzadpur,Nek Nawan,300.5,19.3,1,2
30.433417,76.953773,Ambala,Shahzadpur,Patvi,302.31,20.94,0,2
30.506394,77.083067,Ambala,Shahzadpur,Wasilpur,326.81,16.88,1,2
30.469561,77.070774,Ambala,Shahzadpur,Bari Bassi,314.97,10.85,1,2
30.462408,77.065953,Ambala,Shahzadpur,Bara garh,313.51,9.88,1,2
30.444959,77.032431,Ambala,Shahzadpur,Shahzadpur,306,4.16,2,2
30.459719,76.994195,Ambala,Shahzadpur,Mukandpur,309.55,12.51,1,2
30.48174,77.024007,Ambala,Shahzadpur,Kakkar Majra,318.91,12.35,1,2
30.438095,76.916055,Ambala,Shahzadpur,Samru,296.01,12.85,1,2
30.436768,76.907633,Ambala,Shahzadpur,Khera Jattan,291,8.95,1,2
30.443499,77.032246,Ambala,Shahzadpur,Shahzadpur,307,3.92,2,2
30.395078,77.011272,Ambala,Shahzadpur,Bichali Dhamouli,300.7,8.35,1,2
30.480915,76.913811,Ambala,Shahzadpur,Raiwali,299.04,25.6,0,2
29.01689,76.051037,Bhiwani,B.Khera,ALAKHPURA,212.41,2.96,2,0
28.893412,76.013591,Bhiwani,B.Khera,BALIYALI,213.08,4.11,2,0
29.041715,76.027156,Bhiwani,B.Khera,BARSI,214.11,4.92,2,0
28.941726,76.029059,Bhiwani,B.Khera,BAWANI KHERA,216.9,4.56,2,1
28.946223,76.035741,Bhiwani,B.Khera,BAWANI KHERA,217.11,4.15,2,1
29.01,76.09,Bhiwani,B.Khera,BHANI JATTAN,216.3,2.77,2,1
28.922798,75.960632,Bhiwani,B.Khera,BHURTANA,215.31,6.88,1,0
28.962221,75.938148,Bhiwani,B.Khera,BOHAL,215.77,4.31,2,1
28.858474,75.989008,Bhiwani,B.Khera,DANGKALA,208.78,1.77,2,0
28.963641,75.954582,Bhiwani,B.Khera,JAMALPUR,212.98,3,2,0
29.014506,75.996723,Bhiwani,B.Khera,JITA KHERI,214.91,6.75,1,0
28.996246,76.068336,Bhiwani,B.Khera,KHERI DALAUTPUR,216,2.91,2,1
28.901828,76.081101,Bhiwani,B.Khera,LOHARI JATTU,214.16,4.01,2,0
29.041832,75.988811,Bhiwani,B.Khera,MALIKPUR,216.19,11.44,1,1
28.954534,76.094037,Bhiwani,B.Khera,PUR,216.15,3.85,2,1
28.957384,75.879356,Bhiwani,B.Khera,RATERA,217.29,9.15,1,1
28.957384,75.879356,Bhiwani,B.Khera,RUNHAT,209.37,3.02,2,0
28.85,76.06,Bhiwani,B.Khera,SUI,215.09,2.8,2,0
28.920344,76.043405,Bhiwani,B.Khera,SUMALA KHERA,207.07,3.92,2,0
28.630776,75.60464,Bhiwani,Behal,BEHAL,249,73,0,2
28.6375,75.719444,Bhiwani,Behal,BIDHNOI,240,59.12,0,2
28.561111,75.704167,Bhiwani,Behal,BUDHERI,254,71.65,0,2
28.609905,75.678342,Bhiwani,Behal,CHEHAR Khurd,251,95,0,2
28.717615,75.701971,Bhiwani,Behal,GOPALWAS,235,43,0,2
28.666667,75.6875,Bhiwani,Behal,KASNI KALAN,234,48.17,0,2
28.67861,75.73826,Bhiwani,Behal,NOON SAR,238,56.5,0,2
28.573835,75.662458,Bhiwani,Behal,PAJU,255,85.26,0,2
28.650289,75.575462,Bhiwani,Behal,PATWAN,250,60.28,0,2
28.588889,75.677778,Bhiwani,Behal,SARSI,250,72.7,0,2
28.633984,75.690562,Bhiwani,Behal,SERLA,244,60.05,0,2
28.677534,75.625683,Bhiwani,Behal,SURPARA KALAN,240,58.05,0,2
28.753582,76.251501,Bhiwani,Bhiwani,BADALA,216.38,3.5,2,1
28.923926,76.207391,Bhiwani,Bhiwani,BADESHRA,214.33,4.21,2,0
28.821896,76.066574,Bhiwani,Bhiwani,BAPORA,215.27,1.85,2,0
28.79,76.13,Bhiwani,Bhiwani,BHIWANI,214.63,3.24,2,0
28.778712,76.132047,Bhiwani,Bhiwani,BHIWANI,215.67,2.96,2,1
28.825537,76.013625,Bhiwani,Bhiwani,BIRAN,212.92,3.64,2,0
28.882217,76.239406,Bhiwani,Bhiwani,CHANG,211.9,2.75,2,0
28.760599,76.08434,Bhiwani,Bhiwani,DEVSAR,222.88,3,2,1
28.753645,76.162898,Bhiwani,Bhiwani,DHANA LADANPUR,214.71,6.19,1,0
28.93017,76.163949,Bhiwani,Bhiwani,DHANANA,214.75,1.9,2,0
28.796492,76.051911,Bhiwani,Bhiwani,DINOD,214.72,2.56,2,0
28.847675,76.17431,Bhiwani,Bhiwani,GUJRANI,206.43,2.84,2,0
28.964907,76.186875,Bhiwani,Bhiwani,JATAI,214,2.95,2,0
28.838726,75.878699,Bhiwani,Bhiwani,JHARWAI,218.38,10.56,1,1
28.869032,76.322864,Bhiwani,Bhiwani,KALINGA,217.6,4.18,2,1
28.821719,76.174396,Bhiwani,Bhiwani,KALUWAS,208.84,5.28,1,0
28.825655,76.317009,Bhiwani,Bhiwani,KHARAK KALAN,216.74,4.48,2,1
28.907954,76.126164,Bhiwani,Bhiwani,MANDANA,208.53,3.96,2,0
28.710687,76.221125,Bhiwani,Bhiwani,MANHERU,215.43,6.02,1,0
28.878893,76.183098,Bhiwani,Bhiwani,MITATHAL,214.08,3.27,2,0
28.911364,76.11027,Bhiwani,Bhiwani,MUNDAL KLA,216.15,2.46,2,1
28.799559,76.231506,Bhiwani,Bhiwani,NARAUNGABAD,204.87,4.93,2,0
28.816969,76.187288,Bhiwani,Bhiwani,NATHUWAS,213,7,1,0
28.718014,76.141522,Bhiwani,Bhiwani,NIMRIWALI,213.6,5.17,1,0
28.797254,76.186076,Bhiwani,Bhiwani,NINAN,213.87,7.14,1,0
28.736485,76.125489,Bhiwani,Bhiwani,PEHLADGARH,220.14,5.41,1,1
28.875129,76.104123,Bhiwani,Bhiwani,PREM NAGAR,214.62,4.69,2,0
28.720043,76.092578,Bhiwani,Bhiwani,RAJGARH,215,3.57,2,0
28.841771,76.250425,Bhiwani,Bhiwani,REWARI,207.92,6.9,1,0
28.69826,76.109634,Bhiwani,Bhiwani,RUPGARH,225.14,15.87,1,1
28.886902,76.277784,Bhiwani,Bhiwani,SAI,218.45,2.73,2,1
28.774164,76.235021,Bhiwani,Bhiwani,SANGA,213.92,4.2,2,0
28.823,76.262,Bhiwani,Bhiwani,SIRSA,222.4,8.62,1,1
28.980876,76.214704,Bhiwani,Bhiwani,SUKHAPURA,214.93,2.3,2,0
28.979483,76.147263,Bhiwani,Bhiwani,TALU,213.14,3.09,2,0
28.85748,76.137878,Bhiwani,Bhiwani,TIGRANA,204.81,3.16,2,0
28.67146,76.067367,Bhiwani,Kairu,CHAINPURA,222.88,7.88,1,1
28.686021,75.808183,Bhiwani,Kairu,DEVRALA,233,48.55,0,1
28.649651,75.972921,Bhiwani,Kairu,GOLA GARH,219.53,29,0,1
28.698104,75.986027,Bhiwani,Kairu,HETAMPURA,221.77,16.5,1,1
28.674162,75.831014,Bhiwani,Kairu,INDIAWALI,231.8,40.96,0,1
28.711882,75.951659,Bhiwani,Kairu,JITWANWAS,221.26,10.02,1,1
28.630358,75.934517,Bhiwani,Kairu,JUI,227.97,34,0,1
28.695092,75.887512,Bhiwani,Kairu,KAIRU,222.8,15,1,1
28.698,75.882,Bhiwani,Kairu,KAIRU P/tube,222.92,15.67,1,1
28.72657,76.034146,Bhiwani,Kairu,KASUMBHI,217.81,8.1,1,1
28.693974,75.826319,Bhiwani,Kairu,KHAPARWAS,232.38,37,0,1
28.732147,75.841646,Bhiwani,Kairu,KHERIAWAS,219.3,18.5,1,1
28.632051,75.899494,Bhiwani,Kairu,LALAWAS,237,25,0,2
28.702894,75.969123,Bhiwani,Kairu,LEGHAN HETWAN,223.2,11.52,1,1
28.706,76.041,Bhiwani,Kairu,LOHANI,222.06,13,1,1
28.621698,75.895384,Bhiwani,Kairu,POKERWAS,243.5,34,0,2
28.750241,75.869931,Bhiwani,Kairu,SUNGARPUR,218.83,13.38,1,1
28.520333,75.723885,Bhiwani,Loharu,BARALU,258.53,76.42,0,2
28.630026,75.810897,Bhiwani,Loharu,BARDU MUGAL,240.69,62.57,0,2
28.620445,75.775372,Bhiwani,Loharu,BUDHERA,220.12,67.95,0,1
28.50537,75.713931,Bhiwani,Loharu,DAMKORA,262.28,69.35,0,2
28.519884,75.74598,Bhiwani,Loharu,DHANI AHEMAD,253.54,75.7,0,2
28.579959,75.817088,Bhiwani,Loharu,DIGAWA,241.38,58.12,0,2
28.572443,75.824074,Bhiwani,Loharu,DIGHAWA SHYAMA,245,61.46,0,2
28.454325,75.87356,Bhiwani,Loharu,GAGARWAS,227.74,58.57,0,1
28.488478,75.797446,Bhiwani,Loharu,GIGNOW,255.18,63.8,0,2
28.493548,75.823203,Bhiwani,Loharu,JHOPHA KALAN,251.52,62.6,0,2
28.616841,75.864235,Bhiwani,Loharu,KURAL,237.19,39.55,0,2
28.430134,75.806263,Bhiwani,Loharu,LOHARU,242,72.87,0,2
28.571937,75.739068,Bhiwani,Loharu,NAKI PUR,242.68,72.28,0,2
28.523899,75.797795,Bhiwani,Loharu,SIGHANI,253.46,65.93,0,2
28.40678,75.866564,Bhiwani,Loharu,SOHSHARA,227.74,60,0,1
28.820013,75.687472,Bhiwani,Siwani,BHERA,211.48,10.18,1,0
28.757262,75.602422,Bhiwani,Siwani,BIDHWAN,229.81,34.4,0,1
28.809716,75.58043,Bhiwani,Siwani,BUDHSHELLY,220.45,22.4,0,1
28.894407,75.74098,Bhiwani,Siwani,CHANANA,216.92,16,1,1
28.935181,75.594871,Bhiwani,Siwani,DHANI MITHI,221.81,19.1,1,1
28.921457,75.584073,Bhiwani,Siwani,DHANI RAMJAS,206.16,13.9,1,0
28.900215,75.672454,Bhiwani,Siwani,DHANI ROHNAT,206.16,11.9,1,0
28.868152,75.510364,Bhiwani,Siwani,DHANI SHELWALI,214.84,23.4,0,0
28.768972,75.535397,Bhiwani,Siwani,JHUMPA KALAN,221.81,29,0,1
28.756519,75.639625,Bhiwani,Siwani,KALALI,222.72,26,0,1
28.797857,75.642499,Bhiwani,Siwani,KALOD,219.62,27,0,1
28.903128,75.652637,Bhiwani,Siwani,KHERA,206.27,12.7,1,0
28.910388,75.562891,Bhiwani,Siwani,KIKRAL,206.42,19,1,0
28.731803,75.56583,Bhiwani,Siwani,MATANI,224.95,32.1,0,1
28.708813,75.584436,Bhiwani,Siwani,MITHI,250.15,40.5,0,2
28.848124,75.6236,Bhiwani,Siwani,MOHILA,210.04,21.5,0,0
28.709174,75.559825,Bhiwani,Siwani,MORKA,249.7,38,0,2
28.804449,75.553231,Bhiwani,Siwani,MOTIPURA,215.45,22,0,0
28.943759,75.532418,Bhiwani,Siwani,NALOI,198.64,14.5,1,0
28.723088,75.617823,Bhiwani,Siwani,SIWACH,230.58,41,0,1
28.903492,75.613396,Bhiwani,Siwani,SIWANI,208.66,14,1,0
28.919254,75.611716,Bhiwani,Siwani,SIWANI P/tube,208.7,13,1,0
28.759662,75.684353,Bhiwani,Siwani,TALWANI,225.04,24,0,1
28.78418,75.86158,Bhiwani,Tosham,ALAMPUR,217.21,10.07,1,1
28.876271,75.887649,Bhiwani,Tosham,BAGANWALA,217.16,9.95,1,1
28.755874,75.983661,Bhiwani,Tosham,BAJINA,217.09,13,1,1
28.831502,75.807078,Bhiwani,Tosham,BIDOLA,225.57,10.1,1,1
28.763817,75.773788,Bhiwani,Tosham,BUSAN,225.35,16.72,1,1
28.864167,75.812425,Bhiwani,Tosham,CHAPPAR RANGRAN,213.16,9.41,1,0
28.868892,75.84183,Bhiwani,Tosham,DADAM,230.3,18.52,1,1
28.764382,75.947881,Bhiwani,Tosham,DHANIMAHU,221.25,16.4,1,1
28.803867,75.907774,Bhiwani,Tosham,DULHARI,230,26.4,0,1
28.728617,75.766943,Bhiwani,Tosham,HASAN,241.12,37.1,0,2
28.762823,75.706293,Bhiwani,Tosham,ISRWAL,226,17.45,1,1
28.838655,75.878682,Bhiwani,Tosham,JHANWARI,222.66,9.77,1,1
28.814778,75.754227,Bhiwani,Tosham,JHULLY,212.05,7,1,0
28.772944,75.759757,Bhiwani,Tosham,KATWAR,225.35,22.6,0,1
28.840453,75.914492,Bhiwani,Tosham,KHAKARI SOHAN,210.8,10.16,1,0
28.907407,75.868236,Bhiwani,Tosham,KHANAK,219.04,15.12,1,1
28.793542,75.72964,Bhiwani,Tosham,MANDHAN,214.85,6.12,1,0
28.841363,75.736693,Bhiwani,Tosham,MIRAN,209.63,3.82,2,0
28.779134,75.936459,Bhiwani,Tosham,NIGANA KHURD,232,20.7,0,1
28.779191,75.933354,Bhiwani,Tosham,NIGANAKALAN,233,20.55,0,1
28.794928,75.811617,Bhiwani,Tosham,PATAUDI,222.38,18,1,1
28.894872,75.822125,Bhiwani,Tosham,PINJHOKRA,223.17,12.58,1,1
28.803248,75.963038,Bhiwani,Tosham,RIWASA,214.53,3.22,2,0
28.750524,75.732588,Bhiwani,Tosham,RODHAN,220,16.38,1,1
28.871387,75.957487,Bhiwani,Tosham,SAGBAN,218.68,3.42,2,1
28.80978,75.84073,Bhiwani,Tosham,THILLOR,217.54,13,1,1
28.871427,75.921105,Bhiwani,Tosham,TOSHAM,210.64,5.28,1,0
28.87513,75.918147,Bhiwani,Tosham,TOSHAM,210.3,6.27,1,0
28.488333,75.993582,Charkhi Dadri,Badhra,BADESARA,298.35,74.2,0,2
28.507889,75.935827,Charkhi Dadri,Badhra,BADHRA,302.43,69.47,0,2
28.509042,76.01505,Charkhi Dadri,Badhra,BERLA,277.8,52.6,0,2
28.572908,76.076873,Charkhi Dadri,Badhra,BILAWAL,273.25,52.62,0,2
28.491072,75.978184,Charkhi Dadri,Badhra,CHANDAWAS,298.17,69.94,0,2
28.477929,76.019912,Charkhi Dadri,Badhra,DHANASARI/ KANHRA,312.5,83.5,0,2
28.627678,76.043866,Charkhi Dadri,Badhra,DUDIWALA N/K,272.25,35.72,0,2
28.550205,75.953376,Charkhi Dadri,Badhra,GOPI,260.36,69.17,0,2
28.539006,75.981131,Charkhi Dadri,Badhra,HUI,288.1,60.9,0,2
28.517996,75.975024,Charkhi Dadri,Badhra,JEWALI,290.08,66.05,0,2
28.578664,75.97652,Charkhi Dadri,Badhra,KAKROLI SARDHARA,257.8,62.5,0,2
28.573542,75.981773,Charkhi Dadri,Badhra,KAKROLI HATTI,257,69.7,0,2
28.570305,75.955469,Charkhi Dadri,Badhra,KAKROLI HUKMI,251.99,67.92,0,2
28.528406,75.905182,Charkhi Dadri,Badhra,KARI ADU,258.5,66.4,0,2
28.539985,75.862399,Charkhi Dadri,Badhra,KARI MOD/thoka,258.7,70.4,0,2
28.538565,75.876538,Charkhi Dadri,Badhra,KARI RUPA,255.18,67.5,0,2
28.468474,75.908047,Charkhi Dadri,Badhra,LAD,272.25,72.72,0,2
28.586045,75.933592,Charkhi Dadri,Badhra,LADAWAS,264.63,74.8,0,2
28.447989,75.939924,Charkhi Dadri,Badhra,NANDHA,302.43,79.5,0,2
28.66987,76.372819,Charkhi Dadri,Bond,ACHINA,214.9,2.97,2,0
28.770795,76.336329,Charkhi Dadri,Bond,Bond,210.46,2.14,2,0
28.779,76.338,Charkhi Dadri,Bond,BOUND KALAN,209.45,2.1,2,0
28.66284,76.331222,Charkhi Dadri,Bond,JHINJJAR,221.86,3.38,2,1
28.793124,76.306464,Charkhi Dadri,Bond,MALPOSE,210.97,1.45,2,0
28.648927,76.260439,Charkhi Dadri,Bond,MIRCH,214.82,2.93,2,0
28.667323,76.283494,Charkhi Dadri,Bond,MISRI,208.49,3.46,2,0
28.714078,76.351786,Charkhi Dadri,Bond,RANILA,215.72,3.26,2,1
28.728903,76.315599,Charkhi Dadri,Bond,SANJARWAS,216.43,5.46,1,1
28.754284,76.283206,Charkhi Dadri,Bond,SANKROD,216.4,3.93,2,1
28.713432,76.294659,Charkhi Dadri,Bond,SANWAR,213.53,4.27,2,0
28.582802,76.103933,Charkhi Dadri,Dadri,ATELA KALAN,222.3,26.3,0,1
28.589703,76.22646,Charkhi Dadri,Dadri,BHARAVI,216.82,6.52,1,1
28.657784,76.429244,Charkhi Dadri,Dadri,BIGOWA,216.3,1.31,2,1
28.595278,76.154376,Charkhi Dadri,Dadri,BIRHI KALAN,217.81,2.93,2,1
28.601369,76.286529,Charkhi Dadri,Dadri,DADRI,213.48,5.7,1,0
28.60246,76.273371,Charkhi Dadri,Dadri,DADRI,215.54,2.39,2,1
28.555216,76.261022,Charkhi Dadri,Dadri,GHSOLA,219.24,3.93,2,1
28.516439,76.311688,Charkhi Dadri,Dadri,GOTHRA,220.03,32.51,0,1
28.620103,76.40218,Charkhi Dadri,Dadri,KANHETI,217.38,1.94,2,1
28.58,76.28,Charkhi Dadri,Dadri,KAPURI,220.22,4.52,2,1
28.589284,76.192777,Charkhi Dadri,Dadri,KHERI BURA,217.89,4.34,2,1
28.674535,76.175915,Charkhi Dadri,Dadri,KITLANA,212.47,3.38,2,0
28.490828,76.266632,Charkhi Dadri,Dadri,MAKRANA,216.59,20.1,0,1
28.617193,76.181363,Charkhi Dadri,Dadri,MANKWAS,220.6,4.57,2,1
28.538113,76.275224,Charkhi Dadri,Dadri,MORI,226.31,16.89,1,1
28.663881,76.191396,Charkhi Dadri,Dadri,PAINTAWAS KHURD,214.89,5.88,1,0
28.561472,76.330765,Charkhi Dadri,Dadri,PATUWAS,219.73,11.93,1,1
28.554206,76.273011,Charkhi Dadri,Dadri,RAM NAGAR,222.15,13.24,1,1
28.607157,76.319497,Charkhi Dadri,Dadri,SAMSPUR,214.8,1.62,2,0
28.659172,76.067441,Charkhi Dadri,Dadri,SARANGPUR,221.02,23.9,0,1
28.609268,76.412532,Charkhi Dadri,Dadri,SAROOP GARH,216.77,1,2,1
28.506042,76.202608,Charkhi Dadri,Jhojhu,ADAMPUR DADHI,216.64,14.5,1,1
28.464558,76.174169,Charkhi Dadri,Jhojhu,BADHWANA,229.99,12.9,1,1
28.46317,76.144242,Charkhi Dadri,Jhojhu,BIJNA,222.07,17.1,1,1
28.556432,76.060433,Charkhi Dadri,Jhojhu,BINDRABAN,290.91,66.05,0,2
28.473732,76.124783,Charkhi Dadri,Jhojhu,CHANANI,232.64,31.2,0,1
28.878497,76.243102,Charkhi Dadri,Jhojhu,CHANGROAD,231.4,13.7,1,1
28.459615,76.256888,Charkhi Dadri,Jhojhu,CHIRIYA,225.93,18.85,1,1
28.480459,76.236843,Charkhi Dadri,Jhojhu,DUDWA,229.19,13.39,1,1
28.703006,75.707355,Charkhi Dadri,Jhojhu,GOPALWAS,325,88.47,0,2
28.524003,76.155766,Charkhi Dadri,Jhojhu,JHOJHU,220.13,60.95,0,1
28.453198,76.019168,Charkhi Dadri,Jhojhu,KADMA,312.19,79.04,0,2
28.523498,76.185305,Charkhi Dadri,Jhojhu,KALALI,229.89,23.48,0,1
28.52161,76.212446,Charkhi Dadri,Jhojhu,MANDOLA,223.68,9.22,1,1
28.535577,76.224858,Charkhi Dadri,Jhojhu,MANDOLI,223.68,9.15,1,1
28.564784,76.153967,Charkhi Dadri,Jhojhu,MEHARA,234.4,32.95,0,2
28.441085,76.279101,Charkhi Dadri,Jhojhu,NOSWA,232.73,15.1,1,1
28.530721,76.076373,Charkhi Dadri,Jhojhu,PICHOPAKALA,304.57,91.8,0,2
28.511621,76.080196,Charkhi Dadri,Jhojhu,TODI,300.6,74.85,0,2
28.440882,76.070947,Charkhi Dadri,Jhojhu,UNN,310.97,77.92,0,2
28.327114,77.190061,FARIDABAD,B.GARH,ALAMPUR,206.13,22.55,0,0
28.310776,77.175354,FARIDABAD,B.GARH,JAMALPUR,206.18,13.1,1,0
28.32,77.41,FARIDABAD,B.GARH,PAHLADPUR,196.27,15.4,1,0
28.315786,77.278406,FARIDABAD,B.GARH,SAMAYPUR,199.6,3.05,2,0
28.303576,77.251943,FARIDABAD,B.GARH,SAKRONA,197.87,3.3,2,0
28.2791,77.300874,FARIDABAD,B.GARH,SHAHPUR KHURD,196.17,18.9,1,0
28.316526,77.466314,FARIDABAD,B.GARH,SAHJANPUR,195.5,23.8,0,0
28.303875,77.462193,FARIDABAD,B.GARH,ARWA/NAYAGAON,191.4,14.6,1,0
28.284901,77.341178,FARIDABAD,B.GARH,SANPED,196.21,10.9,1,0
28.261099,77.343304,FARIDABAD,B.GARH,DEEG,195.28,7.2,1,0
28.371203,77.471957,FARIDABAD,B.GARH,MANJHAWALI,192.85,14.75,1,0
28.384806,77.449434,FARIDABAD,B.GARH,CHIRSI,198.68,16.6,1,0
28.331938,77.168076,FARIDABAD,B.GARH,KOT,208.2,22.3,0,0
28.34,77.2,FARIDABAD,B.GARH,DHOJ,209.2,18.05,1,0
28.295002,77.297336,FARIDABAD,B.GARH,KAILGAON,199.08,18,1,0
28.291,77.362,FARIDABAD,B.GARH,SOTAI,193.93,20.2,0,0
28.324231,77.464881,FARIDABAD,B.GARH,CHANDPUR,194.5,23.35,0,0
28.284,77.379,FARIDABAD,B.GARH,BEHBALPUR,195.03,21.15,0,0
28.258628,77.461834,FARIDABAD,B.GARH,CHHAINSA,192.15,17.95,1,0
28.274284,77.288796,FARIDABAD,B.GARH,SIKRI,199.68,7.9,1,0
28.333281,77.327057,FARIDABAD,B.GARH,B. GARH,195.9,30.2,0,0
28.251319,77.371377,FARIDABAD,B.GARH,F. P. BILOCH,195.38,11.9,1,0
28.305,77.39,FARIDABAD,B.GARH,DAYALPUR,200,16.1,1,0
28.417199,77.377356,FARIDABAD,FARIDABAD,BHOPANI CGWB,205.4,25.45,0,0
28.359162,77.230295,FARIDABAD,FARIDABAD,PAOTA,203.83,16,1,0
28.46,77.33,FARIDABAD,FARIDABAD,TILPAT,214.7,20.25,0,0
28.408581,77.279489,FARIDABAD,FARIDABAD,BADKAL,208.31,17.75,1,0
28.463142,77.26496,FARIDABAD,FARIDABAD,ANANGPUR,217.37,19.65,1,1
28.401625,77.421149,FARIDABAD,FARIDABAD,JASANA,198.99,28.7,0,0
28.412771,77.395249,FARIDABAD,FARIDABAD,NANCHOLI,196.8,24.08,0,0
28.383644,77.317204,FARIDABAD,FARIDABAD,F. BAD,205.8,24,0,0
28.4,77.3,FARIDABAD,FARIDABAD,F .BAD.,205.79,62.65,0,0
28.378,77.245,FARIDABAD,FARIDABAD,PALI,205,22.15,0,0
28.427907,77.366549,FARIDABAD,FARIDABAD,TIKAWALI,196.1,19.9,1,0
28.373569,77.481828,FARIDABAD,FARIDABAD,MOJABAD,193.8,15.6,1,0
28.462,77.368,FARIDABAD,FARIDABAD,DADSIA,204.7,19.45,1,0
28.429379,77.412855,FARIDABAD,FARIDABAD,G.MOHTABAD,210.5,20.4,0,0
28.378121,77.174905,FARIDABAD,FARIDABAD,MANGAR,236.43,21.15,0,2
28.393,77.262,FARIDABAD,FARIDABAD,BHANKRI,212.4,13.7,1,0
28.353,77.394,FARIDABAD,TIGAON,TIGAON,201.6,23.85,0,0
